# X	Y
6.199999999999999956e-01	3.832078351715851738e+01
6.300000000000000044e-01	4.085089388629090479e+01
6.400000000000000133e-01	4.354304374830764601e+01
6.500000000000000222e-01	4.640731263756645575e+01
6.600000000000000311e-01	4.945438877965429469e+01
6.700000000000000400e-01	5.269560469350442844e+01
6.800000000000000488e-01	5.614297480063538615e+01
6.900000000000000577e-01	5.980923514961330056e+01
7.000000000000000666e-01	6.370788536930534462e+01
7.099999999999999645e-01	6.785323297021591316e+01
7.199999999999999734e-01	7.226044011917588250e+01
7.299999999999999822e-01	7.694557301890819190e+01
7.399999999999999911e-01	8.192565403052520878e+01
7.500000000000000000e-01	8.721871668383364806e+01
7.600000000000000089e-01	9.284386372744641847e+01
7.700000000000000178e-01	9.882132837813435344e+01
7.800000000000000266e-01	1.051725389366039281e+02
7.900000000000000355e-01	1.119201869449732527e+02
8.000000000000000444e-01	1.190882990696470074e+02
8.100000000000000533e-01	1.267023129020720376e+02
8.200000000000000622e-01	1.347891568789981989e+02
8.300000000000000711e-01	1.433773345333856923e+02
8.399999999999999689e-01	1.524970132970024395e+02
8.499999999999999778e-01	1.621801180860493332e+02
8.599999999999999867e-01	1.724604299118463757e+02
8.699999999999999956e-01	1.833736897697259565e+02
8.800000000000000044e-01	1.949577080708126857e+02
8.900000000000000133e-01	2.072524798933252725e+02
9.000000000000000222e-01	2.203003063424463619e+02
9.100000000000000311e-01	2.341459223206398690e+02
9.200000000000000400e-01	2.488366310236046672e+02
9.300000000000000488e-01	2.644224454907935637e+02
9.400000000000000577e-01	2.809562375536550576e+02
9.500000000000000666e-01	2.984938945394181360e+02
9.599999999999999645e-01	3.170944841033991679e+02
9.699999999999999734e-01	3.368204275784033825e+02
9.799999999999999822e-01	3.577376822458737706e+02
9.899999999999999911e-01	3.799159329499703972e+02
1.000000000000000000e+00	4.034287934927349966e+02
1.010000000000000009e+00	4.283540182659331776e+02
1.020000000000000018e+00	4.547737245930158565e+02
1.030000000000000027e+00	4.827746262729161231e+02
1.040000000000000036e+00	5.124482788360650147e+02
1.050000000000000044e+00	5.438913370420559659e+02
1.060000000000000053e+00	5.772058251677822227e+02
1.070000000000000062e+00	6.124994206545724182e+02
1.080000000000000071e+00	6.498857517028378652e+02
1.090000000000000080e+00	6.894847094229655795e+02
1.100000000000000089e+00	7.314227751716016428e+02
1.110000000000000098e+00	7.758333637230009572e+02
1.120000000000000107e+00	8.228571829457143849e+02
1.130000000000000115e+00	8.726426106754909142e+02
1.140000000000000124e+00	9.253460894957705705e+02
1.150000000000000133e+00	9.811325401574612215e+02
1.159999999999999920e+00	1.040175794389731891e+03
1.169999999999999929e+00	1.102659047873206418e+03
1.179999999999999938e+00	1.168775334166019547e+03
1.189999999999999947e+00	1.238728020391688233e+03
1.199999999999999956e+00	1.312731325515314211e+03
1.209999999999999964e+00	1.391010862051268759e+03
1.219999999999999973e+00	1.473804202060922762e+03
1.229999999999999982e+00	1.561361468312990837e+03
1.239999999999999991e+00	1.653945951491416736e+03
1.250000000000000000e+00	1.751834754346184809e+03
1.260000000000000009e+00	1.855319463690718067e+03
1.270000000000000018e+00	1.964706851155320692e+03
1.280000000000000027e+00	2.080319603609038040e+03
1.290000000000000036e+00	2.202497084162047486e+03
1.300000000000000044e+00	2.331596124656800384e+03
1.310000000000000053e+00	2.467991850548219645e+03
1.320000000000000062e+00	2.612078539060690218e+03
1.330000000000000071e+00	2.764270511492034530e+03
1.340000000000000080e+00	2.925003060511401145e+03
1.350000000000000089e+00	3.094733413268467757e+03
1.360000000000000098e+00	3.273941731094803799e+03
1.370000000000000107e+00	3.463132146534048388e+03
1.380000000000000115e+00	3.662833838384662613e+03
1.390000000000000124e+00	3.873602145376981753e+03
1.400000000000000133e+00	4.096019719033606634e+03
1.409999999999999920e+00	4.330697716178111477e+03
1.419999999999999929e+00	4.578277031460818762e+03
1.429999999999999938e+00	4.839429570159697505e+03
1.439999999999999947e+00	5.114859561389508599e+03
1.449999999999999956e+00	5.405304911710164561e+03
1.459999999999999964e+00	5.711538598965549681e+03
1.469999999999999973e+00	6.034370106004234003e+03
1.479999999999999982e+00	6.374646893732619901e+03
1.489999999999999991e+00	6.733255912726200222e+03
1.500000000000000000e+00	7.111125152374305799e+03
1.510000000000000009e+00	7.509225226255918642e+03
1.520000000000000018e+00	7.928570992135295455e+03
1.530000000000000027e+00	8.370223204624877326e+03
1.540000000000000036e+00	8.835290198185668487e+03
1.550000000000000044e+00	9.324929597718717559e+03
1.560000000000000053e+00	9.840350053543212198e+03
1.570000000000000062e+00	1.038281299705194397e+04
1.580000000000000071e+00	1.095363441278063146e+04
1.590000000000000080e+00	1.155418662202004452e+04
1.600000000000000089e+00	1.218590007243281070e+04
1.610000000000000098e+00	1.285026512740752332e+04
1.620000000000000107e+00	1.354883384808467054e+04
1.630000000000000115e+00	1.428322176011651572e+04
1.640000000000000124e+00	1.505510959627166994e+04
1.650000000000000133e+00	1.586624500495617576e+04
1.660000000000000142e+00	1.671844421359085027e+04
1.669999999999999929e+00	1.761359363455276616e+04
1.679999999999999938e+00	1.855365140004645218e+04
1.689999999999999947e+00	1.954064881081138083e+04
1.699999999999999956e+00	2.057669168198731131e+04
1.709999999999999964e+00	2.166396156773601615e+04
1.719999999999999973e+00	2.280471684434822600e+04
1.729999999999999982e+00	2.400129362953712916e+04
1.739999999999999991e+00	2.525610651341974517e+04
1.750000000000000000e+00	2.657164907430372477e+04
1.760000000000000009e+00	2.795049414981692098e+04
1.770000000000000018e+00	2.939529383112034338e+04
1.780000000000000027e+00	3.090877914492159107e+04
1.790000000000000036e+00	3.249375938473423957e+04
1.800000000000000044e+00	3.415312104929029738e+04
1.810000000000000053e+00	3.588982634219225292e+04
1.820000000000000062e+00	3.770691118275972985e+04
1.830000000000000071e+00	3.960748267356633005e+04
1.840000000000000080e+00	4.159471596535007848e+04
1.850000000000000089e+00	4.367185045478425309e+04
1.860000000000000098e+00	4.584218524499300111e+04
1.870000000000000107e+00	4.810907379265483178e+04
1.880000000000000115e+00	5.047591765902131010e+04
1.890000000000000124e+00	5.294615927516305237e+04
1.900000000000000133e+00	5.552327362419139536e+04
1.910000000000000142e+00	5.821075873506093922e+04
1.919999999999999929e+00	6.101212487379411323e+04
1.929999999999999938e+00	6.393088230852969718e+04
1.939999999999999947e+00	6.697052751464456378e+04
1.949999999999999956e+00	7.013452767527733522e+04
1.959999999999999964e+00	7.342630332083454414e+04
1.969999999999999973e+00	7.684920893842996156e+04
1.979999999999999982e+00	8.040651136863559077e+04
1.989999999999999991e+00	8.410136579233262455e+04
